student_id,name,subject,score,date,attendance
45,Ahmed Galal,Math,18,2025-04-16,Present
46,Mohamed Gamal,Math,19,2025-07-15,Absent
47,Ibrahim Fouad,Chemistry,74,2024-07-20,Absent
48,Khaled Hamed,Physics,17,2025-10-09,Absent
49,Nabil Zaki,Math,68,2025-07-09,Present
50,Mahmoud Fouad,Math,4,2024-11-15,Absent
51,Karim Samir,Physics,39,2024-10-21,Present
52,Ahmed Salah,Chemistry,6,2025-03-16,Present
53,Tarek Samir,Math,66,2024-08-31,Present
54,Hassan Salah,English,66,2025-09-19,Absent
55,Nabil Fouad,Physics,62,2024-04-23,Present
56,Mostafa Samir,English,0,2024-06-13,Absent
57,Mostafa Yassin,English,1,2024-04-18,Present
58,Nabil Zaki,English,66,2025-09-05,Present
59,Karim Morsi,Chemistry,38,2025-05-25,Absent
60,Mostafa Saeed,Chemistry,80,2025-07-10,Absent
61,Ahmed Morsi,Physics,86,2024-03-13,Absent
62,Fares Salah,English,81,2024-07-21,Present
63,Mahmoud Morsi,English,58,2025-08-31,Absent
64,Ibrahim Morsi,English,34,2024-03-12,Absent
65,Hassan Morsi,Physics,1,2025-09-03,Present
66,Fares Salah,Chemistry,13,2025-01-31,Absent
67,Fares Farouk,Physics,33,2025-10-13,Absent
68,Ibrahim Hamed,Chemistry,37,2025-06-12,Absent
69,Omar Zaki,English,77,2024-05-15,Present
70,Khaled Morsi,English,96,2025-04-04,Absent
71,Sami Zaki,Math,55,2024-12-18,Present
72,Tarek Morsi,Physics,23,2024-05-02,Present
73,Mostafa Fouad,Chemistry,47,2024-11-02,Present
74,Nabil Samir,Physics,64,2024-07-19,Absent
75,Mostafa Zaki,English,44,2024-04-27,Absent
76,Karim Adel,Physics,53,2024-03-03,Absent
77,Mostafa Lotfy,Chemistry,62,2025-03-11,Absent
78,Karim Farouk,English,84,2024-04-24,Present
79,Ibrahim Nasser,Math,13,2024-09-29,Absent
80,Ali Morsi,Physics,75,2024-11-30,Absent
81,Omar Farouk,English,61,2023-12-07,Absent
82,Youssef Samir,English,93,2024-07-26,Absent
83,Ali Morsi,Physics,1,2024-05-29,Absent
84,Omar Nasser,Physics,61,2025-05-31,Present
85,Karim Yassin,Math,22,2024-03-29,Present
86,Fares Adel,Physics,19,2024-10-26,Absent
87,Ibrahim Yassin,Math,55,2025-09-19,Present
88,Sami Gamal,Math,63,2024-06-30,Present
89,Hassan Tarek,Math,29,2025-01-25,Absent
90,Karim Nasser,Math,41,2025-03-29,Absent
91,Ibrahim Morsi,English,88,2024-08-03,Absent
92,Tarek Saeed,Chemistry,98,2025-08-04,Present
93,Ahmed Salah,Physics,84,2024-07-26,Present
94,Hassan Gamal,Math,60,2024-09-02,Absent
95,Nabil Samir,Physics,76,2025-09-15,Absent
96,Fares Tarek,Chemistry,12,2025-06-05,Absent
97,Fares Tarek,Math,31,2024-08-13,Present
98,Karim Farouk,Chemistry,56,2025-07-19,Present
99,Karim Adel,Math,22,2025-05-24,Present
100,Fares Morsi,Physics,71,2024-11-17,Absent
101,Youssef Galal,English,32,2023-11-07,Present
102,Tarek Lotfy,Physics,9,2025-08-04,Absent
103,Nabil Fouad,Physics,40,2025-03-11,Present
104,Mohamed Nasser,English,21,2024-09-22,Present
105,Mostafa Adel,Math,64,2024-03-31,Absent
106,Tarek Farouk,English,15,2024-10-03,Absent
107,Mahmoud Yassin,Chemistry,84,2024-12-29,Present
108,Mostafa Farouk,Chemistry,20,2024-03-20,Absent
109,Ahmed Adel,Math,43,2024-01-26,Absent
110,Khaled Fouad,Chemistry,22,2025-01-26,Present
111,Ali Fouad,Physics,24,2025-09-28,Absent
112,Nabil Fouad,Chemistry,83,2025-04-26,Present
113,Mahmoud Samir,English,78,2025-03-10,Absent
114,Mahmoud Yassin,Math,2,2025-05-15,Absent
115,Khaled Morsi,Chemistry,64,2024-07-19,Absent
116,Ahmed Hamed,Physics,51,2024-03-19,Present
117,Mahmoud Saeed,English,1,2024-07-14,Present
118,Omar Farouk,Math,94,2025-03-14,Absent
119,Mahmoud Nasser,English,17,2024-01-27,Absent
120,Hassan Yassin,Chemistry,7,2023-11-23,Present
121,Nabil Galal,Chemistry,94,2025-04-27,Absent
122,Omar Zaki,Physics,99,2024-08-13,Present
123,Ali Gamal,Math,20,2025-06-17,Present
124,Sami Gamal,Chemistry,27,2025-02-05,Present
125,Omar Gamal,English,71,2023-11-12,Absent
126,Mostafa Lotfy,Physics,67,2024-05-17,Absent
127,Omar Farouk,Physics,82,2025-01-09,Present
128,Hassan Adel,English,53,2024-11-11,Absent
129,Mohamed Morsi,Physics,16,2025-02-19,Present
130,Ahmed Adel,Physics,12,2023-12-19,Present
131,Ali Morsi,Math,4,2024-02-02,Absent
132,Nabil Hamed,English,82,2025-01-02,Absent
133,Ahmed Fouad,Math,48,2024-04-06,Absent
134,Ibrahim Nasser,Math,5,2024-02-28,Present
135,Ahmed Nasser,English,78,2024-07-29,Absent
136,Omar Morsi,Math,29,2024-01-18,Present
137,Mostafa Samir,English,63,2024-10-04,Present
138,Hassan Tarek,Math,8,2024-06-30,Absent
139,Nabil Tarek,Math,17,2025-02-10,Present
140,Fares Yassin,English,100,2024-08-27,Present
141,Nabil Gamal,Chemistry,94,2024-06-21,Absent
142,Ibrahim Farouk,Physics,46,2023-12-26,Present
143,Hassan Nasser,Physics,49,2025-03-31,Present
144,Ahmed Tarek,Math,26,2025-02-25,Absent
145,Omar Zaki,English,16,2023-12-04,Absent
146,Karim Samir,Math,1,2024-01-06,Absent
147,Ali Lotfy,Math,95,2025-07-05,Present
148,Omar Zaki,Chemistry,16,2025-09-05,Present
149,Ahmed Lotfy,Chemistry,26,2024-07-15,Absent
150,Mahmoud Fouad,English,61,2024-12-02,Present
151,Mahmoud Yassin,Chemistry,16,2024-02-12,Present
152,Mostafa Zaki,Physics,92,2024-11-03,Absent
153,Tarek Morsi,Chemistry,92,2023-12-25,Absent
154,Hassan Gamal,English,77,2024-04-19,Present
155,Mohamed Gamal,Math,53,2025-06-01,Absent
156,Tarek Galal,Math,26,2024-12-09,Present
157,Hassan Hamed,English,11,2024-05-16,Present
158,Nabil Yassin,English,84,2025-05-09,Present
159,Fares Adel,Physics,91,2025-07-13,Absent
160,Mohamed Hamed,Math,71,2025-06-26,Present
161,Karim Morsi,Physics,61,2025-05-18,Present
162,Tarek Adel,Chemistry,11,2025-03-06,Present
163,Mostafa Galal,Chemistry,62,2024-08-09,Absent
164,Nabil Yassin,Math,41,2024-12-19,Absent
165,Ahmed Adel,Chemistry,93,2024-01-28,Absent
166,Youssef Hamed,English,0,2025-06-10,Present
167,Ibrahim Saeed,English,15,2024-10-24,Absent
168,Ali Lotfy,English,20,2024-03-31,Absent
169,Sami Fouad,English,45,2025-04-21,Present
170,Ali Gamal,Chemistry,5,2024-02-13,Absent
171,Ahmed Farouk,Math,62,2025-04-14,Absent
172,Mostafa Morsi,English,63,2025-07-13,Absent
173,Sami Lotfy,Chemistry,17,2024-07-07,Absent
174,Mostafa Farouk,Chemistry,64,2023-12-27,Present
175,Ahmed Farouk,Math,50,2024-04-10,Absent
176,Tarek Adel,English,58,2024-03-18,Present
177,Sami Yassin,Chemistry,39,2024-04-13,Absent
178,Omar Zaki,Physics,31,2024-08-19,Absent
179,Ali Tarek,Math,97,2025-08-11,Present
180,Fares Fouad,Math,12,2024-04-10,Absent
181,Nabil Lotfy,Chemistry,63,2024-11-13,Absent
182,Karim Farouk,Chemistry,22,2025-02-22,Present
183,Youssef Yassin,Chemistry,56,2025-05-11,Present
184,Karim Lotfy,Physics,17,2023-12-11,Present
185,Hassan Farouk,Chemistry,59,2025-03-05,Present
186,Youssef Zaki,English,38,2024-01-16,Present
187,Mahmoud Hamed,Chemistry,95,2024-06-27,Present
188,Ibrahim Yassin,Chemistry,42,2024-01-30,Present
189,Khaled Yassin,English,30,2025-08-02,Absent
190,Hassan Yassin,Math,67,2024-12-05,Present
191,Ali Tarek,Chemistry,62,2024-03-13,Present
192,Ibrahim Morsi,Math,64,2025-09-12,Absent
193,Karim Yassin,Chemistry,97,2025-05-06,Absent
194,Omar Tarek,Math,45,2025-06-18,Absent
195,Mahmoud Morsi,English,92,2024-03-14,Absent
196,Khaled Farouk,English,57,2024-02-15,Absent
197,Hassan Yassin,Chemistry,27,2024-06-01,Absent
198,Mostafa Fouad,Chemistry,70,2024-11-03,Present
199,Youssef Yassin,Chemistry,52,2025-02-19,Absent
200,Karim Galal,Math,1,2025-04-20,Absent
201,Mostafa Farouk,English,18,2025-03-21,Absent
202,Tarek Farouk,English,97,2024-02-01,Present
203,Ali Tarek,Physics,23,2024-09-01,Absent
204,Mostafa Yassin,Math,81,2025-08-31,Absent
205,Karim Salah,Chemistry,87,2025-08-30,Present
206,Hassan Farouk,Physics,2,2025-04-27,Absent
207,Ali Fouad,Math,94,2024-02-12,Present
208,Tarek Hamed,English,44,2024-03-06,Absent
209,Tarek Salah,Physics,65,2024-12-13,Absent
210,Karim Hamed,Chemistry,82,2025-09-25,Present
211,Ali Saeed,English,89,2023-11-01,Present
212,Ibrahim Salah,Physics,82,2024-12-18,Present
213,Omar Zaki,Chemistry,45,2024-04-16,Present
214,Fares Gamal,English,66,2024-04-13,Absent
215,Mohamed Saeed,Physics,20,2024-06-10,Absent
216,Hassan Fouad,Math,83,2025-03-29,Absent
217,Sami Farouk,Chemistry,66,2024-02-01,Absent
218,Ibrahim Nasser,Physics,38,2025-06-15,Present
219,Omar Morsi,English,84,2023-11-27,Present
220,Ali Yassin,English,53,2024-06-19,Present
221,Nabil Nasser,English,96,2024-03-20,Absent
222,Nabil Tarek,Math,4,2025-05-18,Present
223,Ibrahim Adel,Math,58,2025-01-04,Present
224,Khaled Farouk,English,87,2023-11-20,Present
225,Ibrahim Yassin,Math,0,2025-08-20,Absent
226,Nabil Lotfy,Physics,12,2025-02-27,Present
227,Hassan Yassin,Chemistry,32,2025-09-16,Absent
228,Ali Saeed,Physics,46,2025-02-05,Present
229,Ahmed Yassin,English,90,2025-06-07,Absent
230,Ali Morsi,Physics,12,2025-07-06,Absent
231,Tarek Saeed,Math,50,2023-12-25,Present
232,Karim Gamal,Math,33,2025-09-16,Present
233,Ibrahim Tarek,English,84,2024-09-25,Absent
234,Mahmoud Farouk,Physics,82,2025-01-18,Absent
235,Khaled Adel,Chemistry,50,2023-11-28,Absent
236,Youssef Gamal,English,4,2024-05-22,Present
237,Mahmoud Yassin,Chemistry,20,2024-06-09,Absent
238,Mohamed Saeed,English,19,2024-06-18,Present
239,Khaled Saeed,Physics,63,2024-01-04,Present
240,Tarek Fouad,Math,75,2024-01-09,Absent
241,Mohamed Lotfy,Physics,66,2024-03-21,Present
242,Karim Nasser,Chemistry,83,2025-08-13,Present
243,Tarek Fouad,English,86,2024-09-19,Absent
244,Mahmoud Yassin,Physics,43,2024-06-11,Absent
245,Mostafa Adel,Physics,93,2025-06-21,Present
246,Omar Zaki,Chemistry,49,2023-12-19,Present
247,Mostafa Zaki,Chemistry,26,2024-11-23,Absent
248,Karim Hamed,Chemistry,38,2023-10-17,Present
249,Mostafa Lotfy,Chemistry,60,2025-05-07,Present
250,Ahmed Galal,English,99,2023-10-24,Absent
251,Ibrahim Hamed,Physics,78,2024-12-09,Present
252,Hassan Saeed,Math,21,2025-08-11,Present
253,Nabil Adel,English,98,2024-07-23,Absent
254,Tarek Nasser,Chemistry,84,2024-03-28,Absent
255,Mahmoud Morsi,Math,2,2023-11-01,Present
256,Ali Farouk,Chemistry,29,2025-06-13,Absent
257,Mahmoud Farouk,English,25,2024-11-01,Absent
258,Sami Nasser,English,46,2025-01-11,Absent
259,Sami Adel,English,61,2025-02-08,Present
260,Youssef Hamed,English,11,2025-06-21,Absent
261,Karim Yassin,Chemistry,17,2025-04-02,Absent
262,Sami Hamed,Chemistry,16,2024-11-29,Absent
263,Mostafa Tarek,Chemistry,75,2024-06-13,Absent
264,Mostafa Nasser,Physics,54,2024-01-15,Present
265,Karim Zaki,Chemistry,97,2024-09-13,Absent
266,Tarek Morsi,English,46,2025-01-31,Present
267,Karim Zaki,Math,16,2024-07-31,Present
268,Sami Fouad,Math,20,2025-04-21,Present
269,Mahmoud Nasser,English,51,2025-08-14,Present
270,Ali Zaki,Chemistry,12,2024-09-08,Absent
271,Karim Hamed,Chemistry,77,2024-10-25,Present
272,Mostafa Nasser,Chemistry,65,2025-07-27,Absent
273,Nabil Lotfy,Chemistry,14,2023-11-26,Absent
274,Mohamed Tarek,English,97,2024-04-12,Present
275,Nabil Salah,Physics,52,2025-08-04,Present
276,Ibrahim Farouk,Physics,30,2025-08-29,Present
277,Youssef Yassin,Math,46,2024-04-19,Absent
278,Mostafa Fouad,English,77,2025-03-30,Absent
279,Mahmoud Yassin,Chemistry,61,2024-03-07,Present
280,Sami Samir,Chemistry,73,2023-11-13,Absent
281,Youssef Yassin,English,33,2024-05-24,Absent
282,Karim Gamal,Physics,39,2024-08-28,Present
283,Ali Lotfy,Math,87,2023-10-21,Present
284,Khaled Adel,Physics,60,2023-10-17,Absent
285,Ahmed Zaki,Math,16,2025-09-24,Present
286,Ahmed Nasser,English,95,2023-12-09,Present
287,Mahmoud Adel,Math,17,2025-05-18,Present
288,Sami Saeed,Chemistry,88,2025-08-16,Absent
289,Sami Lotfy,Math,16,2025-09-14,Present
290,Ibrahim Yassin,Math,74,2025-01-04,Absent
291,Ahmed Zaki,Chemistry,81,2025-05-06,Absent
292,Karim Salah,English,55,2025-05-01,Present
293,Karim Fouad,Physics,37,2025-05-23,Absent
294,Mohamed Saeed,Math,46,2024-04-13,Present
295,Hassan Morsi,English,22,2023-12-19,Absent
296,Ibrahim Saeed,English,55,2025-06-12,Absent
297,Ibrahim Samir,Chemistry,39,2024-06-23,Present
298,Nabil Nasser,Math,38,2024-08-13,Absent
299,Fares Tarek,Physics,32,2024-07-16,Present
300,Hassan Fouad,Chemistry,36,2024-04-14,Present
301,Khaled Nasser,Chemistry,43,2024-11-26,Present
302,Tarek Zaki,Chemistry,48,2023-12-25,Absent
303,Mahmoud Salah,English,95,2024-01-05,Present
304,Hassan Farouk,English,30,2024-04-11,Present
305,Karim Farouk,Chemistry,8,2024-02-07,Present
306,Youssef Morsi,Physics,68,2025-02-28,Present
307,Sami Morsi,English,2,2025-09-06,Present
308,Mohamed Farouk,Chemistry,46,2025-03-14,Present
309,Mostafa Hamed,Physics,61,2024-05-07,Absent
310,Hassan Galal,Chemistry,89,2024-03-25,Absent
311,Youssef Salah,Math,44,2024-05-31,Absent
312,Mohamed Nasser,Chemistry,5,2024-07-03,Present
313,Omar Farouk,Chemistry,15,2024-06-16,Present
314,Omar Fouad,Chemistry,59,2025-03-15,Absent
315,Khaled Hamed,Physics,37,2024-03-14,Present
316,Karim Fouad,Math,11,2024-02-18,Present
317,Youssef Morsi,English,1,2023-11-02,Absent
318,Tarek Salah,English,81,2024-07-12,Absent
319,Omar Fouad,Physics,91,2024-06-04,Absent
320,Mohamed Gamal,Math,7,2025-01-25,Present
321,Tarek Tarek,English,42,2024-06-16,Absent
322,Mostafa Saeed,Chemistry,24,2024-12-14,Present
323,Tarek Nasser,Physics,52,2023-12-26,Absent
324,Fares Lotfy,Physics,21,2024-06-26,Present
325,Fares Saeed,Chemistry,0,2024-06-10,Present
326,Mohamed Lotfy,Chemistry,97,2024-07-09,Present
327,Sami Saeed,Math,34,2024-06-21,Absent
328,Ibrahim Galal,English,29,2024-08-15,Present
329,Ibrahim Gamal,Chemistry,39,2025-09-22,Present
330,Ahmed Samir,Chemistry,66,2024-01-22,Present
331,Karim Lotfy,Chemistry,63,2024-09-04,Present
332,Ali Nasser,Physics,8,2025-09-09,Present
333,Sami Zaki,Chemistry,12,2024-03-14,Present
334,Khaled Fouad,Math,79,2023-12-05,Absent
335,Ibrahim Yassin,English,63,2024-04-07,Absent
336,Omar Saeed,Chemistry,99,2025-07-27,Absent
337,Tarek Adel,Physics,69,2025-06-28,Absent
338,Fares Salah,Physics,96,2023-12-04,Absent
339,Ahmed Yassin,Math,62,2024-11-15,Absent
340,Sami Samir,Math,100,2024-04-27,Absent
341,Hassan Adel,English,0,2025-02-10,Present
342,Mostafa Adel,Math,37,2024-06-03,Present
343,Sami Hamed,Math,14,2024-12-15,Present
344,Fares Adel,English,54,2025-07-25,Present
345,Nabil Salah,English,87,2025-01-15,Present
346,Hassan Salah,English,23,2024-05-31,Absent
347,Omar Farouk,English,14,2025-06-29,Present
348,Ibrahim Yassin,Math,79,2023-12-25,Present
349,Youssef Lotfy,Physics,30,2024-03-26,Absent
350,Ahmed Samir,Chemistry,21,2024-10-31,Present
351,Fares Farouk,Chemistry,32,2024-06-03,Present
352,Tarek Farouk,Chemistry,15,2024-10-14,Present
353,Karim Morsi,Chemistry,38,2023-12-22,Absent
354,Mohamed Morsi,Math,76,2025-09-26,Absent
355,Omar Nasser,Chemistry,1,2024-11-13,Present
356,Mostafa Adel,Chemistry,72,2025-07-03,Absent
357,Ali Salah,Math,48,2024-10-17,Present
358,Hassan Gamal,Physics,45,2025-08-14,Present
359,Omar Lotfy,Math,8,2024-06-17,Present
360,Khaled Yassin,Math,5,2025-03-09,Absent
361,Ali Fouad,Math,83,2024-03-28,Absent
362,Youssef Yassin,English,21,2024-05-24,Present
363,Hassan Nasser,Physics,74,2025-01-24,Present
364,Fares Salah,Chemistry,84,2024-02-01,Present
365,Hassan Farouk,English,60,2024-06-03,Absent
366,Sami Yassin,Physics,23,2024-10-12,Absent
367,Sami Zaki,Physics,0,2025-10-09,Absent
368,Ahmed Zaki,Physics,11,2024-05-02,Absent
369,Tarek Galal,Physics,81,2025-07-11,Present
370,Mohamed Salah,Chemistry,0,2024-09-05,Absent
371,Karim Samir,Physics,51,2024-08-11,Present
372,Hassan Nasser,Math,52,2025-09-05,Present
373,Ahmed Farouk,Chemistry,44,2023-12-24,Absent
374,Ibrahim Salah,Chemistry,42,2024-11-05,Absent
375,Sami Adel,Math,35,2025-08-23,Absent
376,Omar Nasser,Physics,73,2024-10-04,Present
377,Mostafa Gamal,English,81,2025-01-16,Present
378,Karim Adel,Physics,26,2024-01-02,Present
379,Ibrahim Zaki,Chemistry,83,2024-09-20,Present
380,Ali Morsi,Physics,68,2024-06-04,Present
381,Mostafa Saeed,English,7,2025-05-01,Present
382,Nabil Lotfy,Physics,15,2025-03-23,Present
383,Ibrahim Morsi,Physics,83,2024-12-20,Present
384,Nabil Yassin,Physics,15,2025-09-26,Absent
385,Fares Lotfy,Physics,71,2024-11-25,Absent
386,Mohamed Samir,Physics,54,2025-01-13,Absent
387,Sami Hamed,English,37,2024-10-09,Present
388,Hassan Salah,Chemistry,1,2025-05-06,Absent
389,Hassan Saeed,Physics,73,2024-04-14,Present
390,Hassan Hamed,English,58,2024-09-06,Absent
391,Mohamed Gamal,Math,100,2025-10-07,Absent
392,Khaled Gamal,English,5,2025-03-24,Present
393,Khaled Hamed,English,25,2023-11-26,Absent
394,Hassan Gamal,English,19,2025-02-17,Absent
395,Omar Yassin,Chemistry,60,2025-05-24,Present
396,Nabil Galal,Math,4,2025-06-27,Absent
397,Mohamed Galal,Math,6,2024-05-24,Absent
398,Sami Saeed,English,4,2024-12-21,Present
399,Tarek Nasser,Math,4,2025-09-18,Present
400,Mostafa Salah,Chemistry,42,2024-01-28,Present
401,Mostafa Tarek,Physics,18,2025-06-21,Absent
402,Ibrahim Adel,Chemistry,55,2025-09-27,Present
403,Ahmed Adel,English,63,2024-01-10,Present
404,Ibrahim Morsi,Chemistry,91,2024-12-02,Absent
405,Sami Hamed,English,64,2024-03-25,Present
406,Khaled Morsi,Math,29,2024-09-04,Absent
407,Fares Samir,Math,31,2025-01-30,Absent
408,Youssef Zaki,Math,22,2024-05-06,Present
409,Tarek Fouad,Math,69,2023-11-03,Absent
410,Mahmoud Salah,Physics,60,2023-12-08,Present
411,Mostafa Zaki,Math,83,2024-06-01,Present
412,Hassan Adel,Math,13,2023-10-19,Present
413,Khaled Galal,Math,20,2025-01-30,Present
414,Ahmed Saeed,Chemistry,60,2025-04-01,Present
415,Mohamed Hamed,Chemistry,97,2024-06-23,Absent
416,Hassan Farouk,English,8,2024-11-15,Present
417,Tarek Adel,Math,6,2025-08-25,Present
418,Mohamed Adel,English,98,2025-06-01,Absent
419,Tarek Gamal,Math,63,2024-12-30,Present
420,Fares Morsi,Chemistry,58,2025-05-13,Present
421,Ahmed Salah,Math,52,2023-12-16,Absent
422,Youssef Tarek,English,55,2023-11-17,Absent
423,Tarek Morsi,Physics,40,2025-10-09,Absent
424,Omar Galal,Math,33,2025-08-16,Absent
425,Omar Yassin,English,20,2025-03-14,Absent
426,Omar Hamed,Chemistry,46,2025-04-02,Absent
427,Ali Fouad,Chemistry,29,2024-12-23,Present
428,Omar Saeed,English,87,2023-12-09,Present
429,Mohamed Hamed,Physics,0,2025-03-08,Present
430,Tarek Morsi,Math,26,2024-12-30,Present
431,Ahmed Fouad,Math,97,2025-05-19,Absent
432,Youssef Tarek,Physics,50,2024-12-11,Absent
433,Mostafa Tarek,Chemistry,2,2024-06-26,Present
434,Omar Lotfy,Physics,42,2025-02-14,Absent
435,Tarek Samir,Chemistry,86,2024-10-05,Present
436,Omar Galal,Physics,56,2025-04-15,Present
437,Sami Zaki,Physics,92,2024-05-30,Present
438,Karim Salah,Math,57,2023-11-15,Present
439,Nabil Morsi,English,57,2024-11-22,Absent
440,Ahmed Yassin,Physics,65,2024-05-13,Absent
441,Sami Salah,English,26,2024-05-20,Present
442,Youssef Lotfy,Chemistry,73,2024-06-20,Absent
443,Mostafa Fouad,Physics,78,2025-07-20,Absent
444,Mohamed Samir,Physics,74,2024-05-11,Present
445,Omar Salah,Chemistry,98,2023-12-31,Present
446,Nabil Yassin,Physics,65,2025-04-10,Absent
447,Ali Tarek,Math,30,2025-01-10,Absent
448,Karim Salah,Chemistry,32,2023-12-14,Absent
449,Khaled Adel,Chemistry,27,2024-11-13,Absent
450,Karim Morsi,English,51,2023-11-09,Present
451,Mostafa Lotfy,English,38,2025-01-28,Absent
452,Karim Zaki,Chemistry,39,2025-09-15,Present
453,Khaled Samir,English,85,2024-10-01,Present
454,Mohamed Lotfy,English,63,2024-07-26,Absent
455,Mohamed Yassin,Chemistry,87,2025-04-23,Present
456,Sami Samir,Chemistry,24,2024-02-03,Present
457,Mohamed Salah,Physics,57,2024-06-24,Present
458,Fares Fouad,Physics,27,2025-06-05,Present
459,Mahmoud Gamal,Physics,62,2023-10-30,Absent
460,Youssef Morsi,Chemistry,98,2025-03-10,Absent
461,Nabil Hamed,Chemistry,62,2023-12-21,Present
462,Omar Saeed,Chemistry,67,2023-12-10,Present
463,Hassan Hamed,English,49,2024-02-06,Present
464,Mohamed Nasser,Math,91,2024-04-08,Present
465,Karim Adel,Chemistry,83,2024-05-16,Present
466,Mahmoud Saeed,Math,44,2025-03-25,Absent
467,Nabil Galal,Physics,41,2025-03-12,Present
468,Karim Salah,Chemistry,96,2025-04-22,Absent
469,Mohamed Adel,Chemistry,53,2025-01-12,Absent
470,Mahmoud Farouk,Math,6,2024-01-11,Present
471,Ibrahim Tarek,Math,34,2023-12-04,Absent
472,Omar Farouk,English,71,2025-03-27,Present
473,Sami Morsi,Chemistry,44,2025-01-31,Present
474,Youssef Tarek,English,92,2023-12-14,Present
475,Omar Hamed,English,25,2024-05-28,Present
476,Omar Nasser,Math,93,2024-02-29,Absent
477,Karim Zaki,Physics,92,2024-03-31,Present
478,Mahmoud Morsi,Chemistry,25,2025-05-09,Absent
479,Mostafa Adel,Chemistry,57,2025-07-05,Absent
480,Sami Zaki,Chemistry,90,2023-10-17,Present
481,Hassan Salah,Chemistry,68,2024-06-13,Absent
482,Khaled Lotfy,Chemistry,71,2025-03-26,Absent
483,Mostafa Nasser,Chemistry,28,2025-03-28,Absent
484,Ahmed Fouad,Math,84,2024-05-27,Absent
485,Mostafa Nasser,Chemistry,77,2024-09-10,Absent
486,Mohamed Yassin,Physics,20,2024-03-23,Absent
487,Ali Samir,Math,38,2024-03-08,Absent
488,Karim Nasser,Chemistry,94,2024-06-06,Absent
489,Youssef Nasser,Chemistry,60,2025-03-10,Absent
490,Mohamed Gamal,Chemistry,91,2024-04-04,Absent
491,Ahmed Galal,Math,7,2024-09-15,Absent
492,Ibrahim Morsi,English,49,2024-07-06,Present
493,Khaled Samir,Math,89,2025-06-18,Present
494,Sami Adel,English,61,2025-05-10,Absent
495,Omar Hamed,Physics,78,2023-10-26,Absent
496,Ali Gamal,Math,59,2024-10-08,Present
497,Ali Galal,Math,71,2024-04-15,Absent
498,Sami Adel,Physics,85,2024-10-15,Absent
499,Ali Farouk,Physics,65,2023-10-30,Absent
500,Youssef Zaki,English,67,2024-07-16,Absent
501,Tarek Zaki,English,48,2024-09-15,Absent
502,Khaled Fouad,Chemistry,82,2024-06-02,Absent
503,Youssef Farouk,Physics,23,2024-11-19,Present
504,Youssef Yassin,Physics,5,2024-06-11,Absent
505,Ali Tarek,Chemistry,67,2023-11-20,Absent
506,Tarek Samir,Physics,75,2024-01-31,Present
507,Youssef Nasser,Physics,51,2024-08-05,Present
508,Ahmed Gamal,Physics,86,2024-01-10,Absent
509,Mahmoud Zaki,Physics,96,2025-04-06,Present
510,Mahmoud Zaki,Physics,91,2025-10-04,Absent
511,Omar Fouad,Physics,88,2024-11-10,Present
512,Fares Hamed,English,72,2023-10-29,Present
