student_id,name,subject,score,date,attendance
25098,Daniel Solis,English,40,2024-12-14,Present
25099,Gina Lopez,Math,81,2025-03-23,Absent
25100,Brett Taylor,English,33,2025-05-29,Absent
25101,Kelly George,Physics,81,2025-06-30,Present
25102,Colleen Huff,English,41,2024-11-05,Present
25103,David Dixon,Math,73,2025-01-22,Absent
25104,Edward Rodgers,Geography,43,2024-11-14,Absent
25105,Michael Meadows,History,55,2025-08-09,Absent
25106,William Farley,Geography,40,2024-12-11,Present
25107,Christopher Morgan,Chemistry,85,2025-01-24,Present
25108,Taylor Solis,Physics,74,2025-07-22,Absent
25109,Christian Ballard,Chemistry,49,2025-05-11,Present
25110,Joshua Chaney,Geography,90,2025-06-17,Present
25111,David Brown,English,77,2024-12-01,Absent
25112,Craig Guerra,History,64,2025-01-19,Present
25113,Mackenzie Ryan,History,61,2025-03-10,Present
25114,George Hogan,Arabic,73,2024-12-27,Present
25115,Amber Mcdonald,Arabic,72,2025-05-11,Present
25116,Gary Hernandez,History,91,2025-07-17,Present
25117,Sarah Torres,Math,42,2024-10-23,Absent
25118,Trevor Miles,Chemistry,99,2025-01-09,Present
25119,Candice Gonzalez,Physics,46,2025-05-31,Present
25120,Rebecca Taylor,Science,31,2024-10-08,Present
25121,Daniel Wade,Chemistry,58,2024-12-28,Present
25122,Sheila Rowe,Science,30,2024-11-12,Present
25123,Christian Williams,Physics,67,2025-08-09,Absent
25124,Michelle Terrell,Geography,85,2024-12-18,Absent
25125,Jaime Foster,Computer,92,2025-05-05,Present
25126,Zachary Brown,Math,88,2025-02-04,Present
25127,Judith Alexander,Arabic,43,2024-10-10,Present
25128,Theresa Walker,Chemistry,60,2025-01-01,Absent
25129,Kristen Turner,Arabic,30,2025-07-21,Absent
25130,Amy Brown,Science,79,2025-08-17,Absent
25131,Carol Green,History,44,2025-07-11,Present
25132,Alexandra Atkinson,Math,80,2025-01-12,Present
25133,Paul Perez,Geography,94,2024-12-28,Absent
25134,Rebecca Jensen,Science,40,2025-06-27,Present
25135,Michelle Wood MD,Geography,52,2024-12-06,Absent
25136,Darius Reed,Arabic,42,2024-10-22,Present
25137,Rachel May,Arabic,34,2024-12-11,Absent
25138,Travis Fry,Computer,52,2024-11-18,Absent
25139,Kimberly Hayes,Chemistry,85,2025-03-10,Absent
25140,William Smith,Computer,73,2024-11-11,Present
25141,Colin Bennett,Science,55,2025-01-24,Absent
25142,Jenny Cooper,Chemistry,89,2024-12-24,Present
25143,Leslie Johnson,History,32,2025-01-26,Absent
25144,Mark Smith,History,89,2025-05-17,Absent
25145,Brian Ellis,Computer,93,2025-01-18,Absent
25146,Shawn Garcia,Computer,78,2025-05-27,Absent
25147,Gary Dillon,English,54,2024-10-06,Present
25148,Tyler Thompson,Geography,69,2025-03-31,Present
25149,Jennifer Anderson,Science,50,2024-12-05,Absent
25150,Ricky Benton,Chemistry,57,2024-12-14,Absent
25151,Jennifer Navarro,Computer,80,2025-08-23,Present
25152,Corey Perez,Arabic,31,2024-10-31,Present
25153,Brian Greene,Math,60,2025-02-21,Present
25154,Michele Blake,Physics,84,2025-04-16,Present
25155,Stephanie Ferrell,History,74,2024-12-09,Absent
25156,Ryan Vang,Science,33,2025-07-21,Present
25157,Andrea Clark,History,55,2025-08-22,Present
25158,Taylor Stone,Physics,77,2025-04-22,Present
25159,Kelly Clayton,English,34,2025-04-21,Absent
25160,Mr. Benjamin Johnson MD,Chemistry,79,2024-10-05,Absent
25161,Kevin Bean,Geography,40,2025-07-22,Absent
25162,Nicole Smith,Science,81,2025-01-12,Absent
25163,Lori Chaney,Geography,70,2025-06-15,Absent
25164,John Miller,Geography,68,2025-05-15,Absent
25165,Jessica Humphrey,Science,78,2025-07-15,Present
25166,Kristine Dominguez,Science,92,2025-05-13,Present
25167,Wendy Jones,Geography,82,2024-11-10,Absent
25168,Brittany Johnson,Arabic,52,2025-01-07,Absent
25169,Steven Young,Geography,64,2025-08-01,Present
25170,Jessica Norton,Computer,36,2024-10-30,Absent
25171,Amanda Daniels,Chemistry,87,2025-02-24,Present
25172,Crystal Burns,English,90,2024-10-06,Present
25173,Patty Cole,History,78,2025-02-15,Absent
25174,Margaret Williamson,Science,90,2024-11-22,Absent
25175,Andrea Reed,Computer,67,2025-08-30,Absent
25176,Lisa Lee,Science,60,2024-10-19,Absent
25177,Dustin Holmes,Arabic,35,2024-11-13,Absent
25178,Kelly Fernandez,Science,42,2025-03-12,Present
25179,Darren Lopez,Math,38,2024-10-29,Present
25180,Shawn Hall,History,86,2025-07-03,Present
25181,Julie Oneill,Geography,82,2024-12-16,Present
25182,Cheryl Fischer,English,98,2024-10-17,Present
25183,Bridget Lewis,Arabic,46,2025-04-05,Present
25184,Lisa Howe,History,94,2025-03-02,Absent
25185,Kenneth Fisher,Math,72,2024-10-28,Absent
25186,Shannon Shaw,History,38,2024-11-05,Absent
25187,Charlotte Rodriguez,Chemistry,89,2025-03-12,Present
25188,Cynthia Diaz,Math,75,2024-12-17,Present
25189,Jonathan Hayes,English,48,2024-11-26,Present
25190,James Lawson,Physics,40,2024-12-09,Present
25191,Christopher Hoffman,Math,37,2024-12-17,Absent
25192,Randy Palmer,Arabic,45,2025-04-15,Present
25193,Michael Lucas,Arabic,61,2025-08-13,Present
25194,Lauren Smith,Geography,80,2024-11-06,Absent
25195,Patrick Hurst,Physics,39,2024-11-21,Absent
25196,Joseph Smith,Arabic,93,2024-12-06,Present
25197,Tyler Elliott,Computer,75,2024-11-10,Absent
25198,Lynn Roberts,Computer,87,2025-05-27,Absent
25199,Christina Jackson,English,81,2024-10-19,Present
25200,Ronald Bauer,Chemistry,83,2025-04-02,Present
25201,Kenneth Park,Arabic,39,2025-07-10,Present
25202,Nicole Williams,Physics,38,2025-03-06,Absent
25203,Robert Moore,Science,54,2025-04-24,Absent
25204,Christian Clark,Chemistry,99,2025-07-22,Absent
25205,Megan Sweeney,Computer,62,2025-05-26,Absent
25206,Michael Norton,Physics,57,2025-08-03,Absent
25207,Robyn Good,Arabic,51,2025-07-12,Absent
25208,Anna Cruz,Science,45,2025-03-30,Absent
25209,Holly Roth,Arabic,54,2025-08-06,Present
25210,Cynthia Morrison,Physics,52,2024-11-05,Present
25211,Brenda Williams,Chemistry,95,2025-07-04,Present
25212,Mrs. Patricia Valdez,Math,53,2025-02-18,Absent
25213,Tony Hernandez,Arabic,50,2025-06-16,Absent
25214,Laura Miles,Chemistry,33,2025-01-17,Absent
25215,Matthew Martin,English,88,2025-08-08,Present
25216,Cameron Ho,Science,31,2024-12-05,Absent
25217,Gina Mckinney,Physics,87,2025-01-30,Absent
25218,Joshua Ortiz,Computer,69,2024-12-28,Present
25219,Rebecca Wang,Arabic,68,2025-03-13,Present
25220,Heather Watkins,Chemistry,62,2025-06-04,Present
25221,Cindy Lee,English,86,2025-04-20,Present
25222,Diana Sanchez,Geography,89,2024-10-23,Absent
25223,Karen Sanchez,History,100,2025-03-08,Absent
25224,John Barnes,History,66,2025-01-07,Absent
25225,Brittney Harris,English,66,2024-12-22,Absent
25226,Kevin Harper,Computer,46,2025-02-21,Absent
25227,Donald Allen,English,58,2024-12-24,Present
25228,Jeff Norton,History,30,2025-08-18,Absent
25229,Tyrone Gibson,Math,72,2024-10-01,Present
25230,Philip Wells,Computer,97,2024-12-23,Absent
25231,Gregory Shah,History,72,2025-08-12,Present
25232,Christina Ingram,Geography,55,2025-03-02,Absent
25233,Danielle Rodriguez,Computer,36,2025-08-29,Present
25234,Elizabeth Williams,English,86,2025-03-30,Present
25235,Jessica Martin,English,30,2025-01-18,Present
25236,Joshua Peck,Science,58,2025-05-03,Absent
25237,Ashley Barnes,Arabic,58,2024-12-11,Present
25238,Matthew Paul,Computer,53,2025-06-15,Absent
25239,Dr. Willie Stewart,Science,49,2025-07-06,Present
25240,Joe Cochran,Chemistry,74,2024-10-01,Absent
25241,William Vaughan Jr.,History,77,2024-11-15,Present
25242,Michael Davis,English,50,2025-04-30,Present
25243,Jonathan Webb,Chemistry,75,2024-10-09,Present
25244,Austin Long,Math,42,2024-10-18,Absent
25245,Karen Ortega,Geography,89,2025-04-19,Absent
25246,Jordan Huff,Math,76,2024-11-30,Present
25247,Janet Beck,Science,93,2025-01-05,Present
25248,Lisa Williams,Science,88,2024-11-11,Present
25249,Shannon Gilbert,Physics,48,2025-07-02,Present
25250,Heather Rogers,Chemistry,72,2025-01-28,Absent
25251,David House,Physics,82,2025-03-01,Absent
25252,Brittany Graham,Arabic,91,2025-05-26,Absent
25253,Gary Sparks,Arabic,55,2024-10-17,Absent
25254,Rebecca Castro,Physics,31,2025-02-07,Absent
25255,Carla Everett,Computer,52,2025-02-25,Absent
25256,Brian Roberts,Math,91,2025-02-12,Absent
25257,Dominic Bond,Computer,68,2025-05-04,Absent
25258,Rhonda Tucker,Math,78,2024-11-29,Present
25259,Richard Richardson,English,35,2025-07-21,Absent
25260,Kenneth Knox,English,48,2024-11-05,Present
25261,Wayne Alexander,History,99,2024-10-19,Absent
25262,Heather Fisher,Physics,56,2025-05-10,Absent
25263,Charles Obrien,Science,95,2024-12-10,Absent
25264,Jessica Lewis,Science,48,2025-04-13,Present
25265,Garrett Hill,Science,94,2025-02-02,Present
25266,Connie Jenkins,Geography,42,2025-03-03,Absent
25267,Traci Aguilar,Arabic,77,2024-10-18,Present
25268,William Mccormick,Math,51,2025-03-01,Present
25269,Mr. Justin Snow,Arabic,93,2025-04-20,Present
25270,Tara Lucero,Arabic,87,2024-11-24,Absent
25271,Joshua Harris,Computer,54,2024-10-15,Absent
25272,Megan Bowen,Computer,60,2025-02-13,Present
25273,Kevin Patterson,Physics,76,2025-08-03,Absent
25274,Dr. Jeffrey Sweeney,History,88,2024-12-09,Present
25275,Sandy Snow,Math,43,2025-06-20,Absent
25276,Elizabeth Johnson PhD,Geography,52,2024-10-12,Absent
25277,Gabrielle Mcneil,History,41,2025-03-31,Present
25278,Regina Frank,Chemistry,88,2025-04-01,Present
25279,Miguel Glover,Science,63,2025-05-22,Present
25280,John Castro,Chemistry,50,2025-01-05,Present
25281,Laura Harris,Math,95,2025-08-18,Absent
25282,Jessica Gibson,Computer,64,2024-10-21,Present
25283,Jim Thompson,History,97,2025-03-27,Absent
25284,Allison Perez,Chemistry,39,2024-10-28,Present
25285,Ashley Young,Arabic,83,2025-02-21,Absent
25286,Anthony Bean,Geography,57,2025-08-26,Present
25287,Sharon Stewart,Science,70,2025-05-22,Absent
25288,Peter Taylor,History,59,2025-02-12,Present
25289,Sarah Parker,History,64,2025-03-02,Present
25290,Mrs. Amanda Mcdonald,Chemistry,52,2024-12-03,Absent
25291,Elizabeth Martin,Science,65,2025-08-26,Absent
25292,Eric Brown,Math,48,2025-02-06,Present
25293,Kevin Blackburn,Computer,94,2025-07-28,Present
25294,Alicia Brewer,English,48,2024-10-31,Present
25295,Charles Harris,Chemistry,86,2025-03-04,Present
25296,James Carroll,Physics,69,2025-06-27,Present
25297,Jonathan Long,Computer,54,2025-08-31,Absent
25298,Erin Rogers,Arabic,47,2025-07-13,Present
25299,Roger Thomas,Science,98,2025-01-31,Absent
25300,Scott Patel,Chemistry,35,2024-11-10,Absent
25301,Jillian Watson,Physics,36,2024-11-29,Absent
25302,Michele Oconnell,Chemistry,75,2025-04-10,Absent
25303,Renee Dodson,Physics,56,2024-11-06,Present
25304,Andrew Roy,Computer,50,2025-01-08,Absent
25305,Jim Oconnor,History,94,2024-12-03,Absent
25306,Randall Williams,Physics,70,2024-11-30,Absent
25307,Jake Campbell,Geography,38,2025-05-03,Absent
25308,Katie Orozco,Computer,51,2025-01-13,Absent
25309,Sheri Jones,Math,84,2024-12-17,Present
25310,Paul Fischer,Computer,58,2025-07-20,Absent
25311,Chelsea Mcdonald,Geography,51,2025-06-23,Present
25312,Paul Whitehead,Chemistry,63,2025-04-01,Absent
25313,Destiny Jordan,Math,99,2025-08-24,Absent
25314,Amanda Shea,Science,46,2025-02-25,Absent
25315,Jeremy Lopez,Physics,96,2025-02-17,Absent
25316,Christopher Morgan,Math,32,2025-01-17,Absent
25317,Charles Marshall,Physics,54,2024-10-09,Absent
25318,Kelly Jenkins,Geography,54,2025-01-07,Present
25319,Matthew Savage,Computer,62,2025-02-08,Present
25320,William Boone,Geography,90,2025-07-26,Absent
25321,Kristina Arnold,Arabic,44,2025-07-08,Present
25322,Kerry Casey,Arabic,30,2025-07-14,Present
25323,Theresa Wilcox,Computer,47,2025-01-18,Present
25324,Jonathan Aguilar,English,77,2025-08-31,Absent
25325,Terry Cooper DVM,Computer,81,2024-12-06,Absent
25326,Morgan Ford,Geography,39,2025-05-31,Absent
25327,Kimberly Hall,Arabic,59,2025-04-20,Present
25328,Kathleen Espinoza,Science,93,2025-02-02,Present
25329,Robin Hart,Science,84,2024-11-29,Present
25330,Chelsea Rodriguez,Computer,51,2025-03-05,Present
25331,Angel Douglas,Arabic,38,2025-05-01,Absent
25332,Shelley Chaney,Math,30,2025-05-10,Present
25333,Rhonda Lambert,Computer,37,2025-08-19,Present
25334,Danielle Perry,History,85,2025-07-18,Absent
25335,Erica Smith,Arabic,80,2025-04-27,Present
25336,Jose Perez,Math,94,2025-04-19,Absent
25337,Calvin Jones,Chemistry,94,2025-03-18,Present
25338,Shelly Scott,Physics,45,2025-08-18,Present
25339,Barbara Whitaker,Geography,72,2025-01-15,Absent
25340,Eric Fleming,History,93,2025-04-02,Absent
25341,Adam Contreras,Physics,60,2025-08-19,Absent
25342,Emma Knight,Physics,69,2024-11-30,Present
25343,Jeremy Patton,Physics,40,2025-02-07,Absent
25344,David Daniels,English,44,2025-08-01,Present
25345,Douglas Flores,History,74,2024-12-01,Absent
25346,Sarah Mccall,Computer,56,2024-10-15,Present
25347,Sheila Arnold,Chemistry,32,2024-10-19,Absent
25348,Nicole Novak,Chemistry,37,2025-05-04,Present
25349,David Mccormick,Chemistry,98,2025-07-24,Absent
25350,Anthony Mccarthy,Arabic,91,2025-03-16,Present
25351,Lori Williams,Computer,77,2025-01-09,Absent
25352,Christy Mayer,Physics,43,2024-10-22,Absent
25353,Michael Hayes,English,67,2025-03-17,Absent
25354,Luke Carter,History,100,2025-05-07,Absent
25355,Heidi Ramirez,English,30,2024-10-09,Present
25356,Joshua Yoder,English,73,2025-03-15,Absent
25357,Stephen Wood,English,80,2025-02-19,Present
25358,Emily Hall,Geography,99,2025-03-01,Absent
25359,Zachary Bridges,History,65,2024-11-29,Absent
25360,Erin Chapman,Science,70,2025-04-13,Absent
25361,Donald Garcia,Math,43,2024-10-04,Present
25362,Tracy Vazquez,Chemistry,30,2025-06-14,Present
25363,Tara Huber,History,68,2025-02-26,Present
25364,Rebecca Fisher,English,66,2025-07-01,Absent
25365,Donna Ibarra,Chemistry,96,2025-01-05,Present
25366,Jordan Erickson,Physics,91,2025-04-25,Present
25367,Breanna Clayton,Computer,55,2024-12-20,Present
25368,Carol Palmer,Math,80,2025-07-22,Absent
25369,Riley Lopez,English,51,2025-03-06,Present
25370,Shane Dunlap,Math,41,2024-11-18,Present
25371,Maria Edwards,Science,46,2025-03-10,Present
25372,Maria Miller,Physics,32,2025-01-21,Absent
25373,Desiree Barry,Math,34,2025-08-11,Present
25374,Joseph Harding,English,52,2024-11-01,Absent
25375,Nicole Williams,English,89,2025-08-20,Present
25376,Abigail Wells,Arabic,80,2024-11-19,Present
25377,Michael Rivas,Computer,40,2024-12-12,Present
25378,Andrea Bonilla,Science,65,2025-06-21,Absent
25379,Matthew Rodriguez,Computer,38,2025-07-14,Absent
25380,Sarah Parks,History,75,2024-12-10,Present
25381,Brianna Boyd,Math,55,2025-06-14,Present
25382,Amber Bailey,Computer,56,2024-12-06,Absent
25383,Diana Baxter,Science,87,2024-10-29,Absent
25384,Mary Pearson,History,44,2025-08-07,Absent
25385,Lauren Rios,English,89,2024-10-16,Absent
25386,Megan Smith,Science,48,2025-08-08,Present
25387,Lisa Mcgee,Physics,51,2025-01-18,Absent
25388,Amanda Evans,Geography,59,2025-03-03,Absent
25389,Brandon Farrell,Math,85,2025-03-27,Present
25390,Erin Jones,Computer,46,2025-07-30,Present
25391,Kyle Reid,Physics,82,2025-02-14,Present
25392,Melissa Herman,Math,41,2025-01-28,Present
25393,David Powers,Math,70,2024-12-26,Present
25394,Joshua Diaz,Computer,96,2025-02-20,Absent
25395,Leslie Richard,Physics,93,2024-12-07,Absent
25396,Cameron Watson,Science,33,2025-05-16,Present
25397,Melissa Martinez,Physics,57,2024-12-05,Absent
25398,Joshua Russell,Arabic,63,2025-07-01,Absent
25399,Melody Flores,Arabic,92,2024-12-01,Absent
25400,Alexis Johnson,Geography,44,2024-10-10,Present
25401,Christine Richardson,Physics,36,2025-08-11,Present
25402,Elizabeth Miller,Science,77,2025-01-21,Present
25403,Donald Wilson,Math,84,2025-07-05,Present
25404,David Price,English,90,2025-05-19,Absent
25405,Michael Bowen,English,91,2024-11-07,Present
25406,Andrew Coleman,English,54,2025-01-04,Absent
25407,Becky Lopez,History,51,2025-01-01,Present
25408,Kelsey Ellis,Math,88,2025-01-14,Present
25409,Ashley Simmons,English,79,2024-11-16,Present
25410,Timothy Calderon,History,55,2024-11-22,Absent
25411,Michael Young,History,87,2024-12-05,Absent
25412,Erica Henderson,Arabic,48,2025-01-23,Present
25413,Julia Pennington,Chemistry,53,2025-01-09,Absent
25414,Christopher Willis,Math,79,2024-10-29,Absent
25415,Robert Taylor,Computer,54,2024-12-13,Absent
25416,Andrea Greene,English,63,2025-08-21,Present
25417,Steven Schmidt,Physics,54,2025-01-02,Absent
25418,David Ellis,English,35,2025-05-06,Absent
25419,Sarah Smith,English,51,2025-03-25,Absent
25420,Edward Schroeder,Geography,97,2025-06-03,Absent
25421,Samuel Williams,Computer,59,2024-12-02,Absent
25422,Dustin Smith,History,55,2025-03-22,Absent
25423,Kristina Bennett,Physics,36,2025-05-26,Present
25424,Corey Ortiz,Chemistry,99,2024-12-04,Absent
25425,Dawn Lee,Computer,67,2024-10-25,Absent
25426,Tracy Cameron,Arabic,73,2025-04-03,Absent
25427,Hannah Hunter,History,79,2025-07-05,Absent
25428,Jessica Hunter,English,37,2025-07-27,Absent
25429,Mr. Walter Webb,Arabic,43,2025-04-02,Present
25430,Scott Campbell,Math,90,2024-12-01,Absent
25431,Gary Guzman,Science,99,2025-06-03,Present
25432,Joseph Simmons DDS,Arabic,45,2025-05-06,Absent
25433,Anthony Massey,Science,58,2024-11-01,Absent
25434,James Taylor,Geography,58,2025-01-29,Present
25435,James Mills,Computer,85,2024-10-01,Absent
25436,Tina Lee MD,English,87,2024-12-20,Present
25437,Willie Fuentes,Math,89,2025-07-13,Absent
25438,Victoria Barnes,Geography,64,2025-01-27,Present
25439,Marisa Harding,Science,78,2025-06-13,Present
25440,Phyllis Lester,History,59,2024-11-02,Absent
25441,Jon Maddox,Arabic,85,2024-11-18,Present
25442,Patricia Owen,Chemistry,63,2024-11-26,Present
25443,Carrie Erickson,Science,54,2025-02-24,Absent
25444,Brian Lee,Physics,36,2025-04-08,Present
25445,Dr. Susan Liu,Physics,70,2025-06-11,Present
25446,Rebecca Taylor,History,58,2025-02-27,Absent
25447,Mark Baldwin,Physics,65,2025-02-23,Absent
25448,Christina Garcia,History,33,2025-04-04,Absent
25449,Elizabeth Bennett,Physics,83,2024-12-13,Present
25450,James Parker,Chemistry,30,2025-02-01,Present
25451,Brian Morrison,Arabic,60,2025-04-10,Absent
25452,Brian Cantu,Computer,60,2025-05-20,Present
25453,Matthew Hobbs,Chemistry,47,2025-07-13,Absent
25454,Matthew Small,Physics,98,2025-07-19,Absent
25455,Timothy Jackson,Geography,74,2025-03-05,Absent
25456,Emily Ray,Computer,43,2024-10-10,Absent
25457,Charles Lee,Physics,33,2025-07-08,Absent
25458,Darrell Espinoza,Math,78,2025-06-16,Present
25459,Brett Lynn,Physics,52,2025-04-23,Absent
25460,Evan Conway,History,46,2025-02-11,Present
25461,Susan Simpson,Chemistry,47,2024-11-14,Present
25462,Anna Lopez,Math,68,2025-03-18,Absent
25463,John Perez,Computer,35,2025-07-07,Absent
25464,Dan Scott,Computer,55,2024-10-02,Absent
25465,Jamie Turner,Computer,92,2025-06-10,Absent
25466,Carol Williams,Physics,96,2025-07-17,Present
25467,Mr. Samuel Jones,Chemistry,84,2025-05-04,Present
25468,John Cox,Geography,96,2025-03-01,Present
25469,Sandra Sullivan,Computer,34,2024-11-06,Present
25470,Anthony Monroe,Physics,44,2025-08-24,Absent
25471,Mr. Nicholas Mathews DDS,English,86,2025-06-05,Present
25472,Christopher Green,History,76,2025-01-29,Absent
25473,Joshua Sandoval,Chemistry,61,2025-08-18,Absent
25474,Trevor Rivera,History,82,2025-01-12,Present
25475,Kevin Todd,Arabic,92,2024-12-16,Absent
25476,Lindsay Calderon,Math,85,2025-03-16,Present
25477,Bonnie Brown,History,52,2025-06-03,Absent
25478,Zachary Rodriguez,Computer,35,2025-04-07,Absent
25479,Clayton Sawyer,Chemistry,69,2024-11-26,Absent
25480,Rebecca Mcclure,Arabic,50,2025-06-17,Present
25481,Joshua Price,Science,55,2025-07-18,Absent
25482,Alexis Hart,Physics,69,2025-06-10,Present
25483,Michael Humphrey,Science,64,2025-02-09,Absent
25484,Bradley Davis,Science,93,2025-05-14,Present
25485,Carl Carpenter,Arabic,68,2024-11-04,Absent
25486,Judith Scott,Physics,56,2024-12-26,Absent
25487,Sarah Young,Math,38,2024-12-12,Present
25488,James Anderson,Computer,59,2025-01-15,Absent
25489,Cheryl Olsen,Computer,79,2025-07-28,Absent
25490,Brian Andrews,Computer,62,2025-03-26,Absent
25491,Daniel Blake,Math,68,2024-10-27,Present
25492,Andrew Reynolds,Physics,87,2024-11-25,Absent
25493,Valerie Lucas,Geography,47,2025-05-23,Present
25494,Dave Mccormick,History,69,2024-10-03,Absent
25495,Robert Hughes,Science,70,2024-11-03,Present
25496,Joseph Tran,English,81,2025-08-08,Absent
25497,Heather Perkins,Math,62,2025-03-07,Present
25498,Tara Miller,Chemistry,78,2024-10-10,Absent
25499,Ryan Arnold,Computer,33,2024-12-19,Present
25500,Angela Chandler,Geography,62,2024-10-10,Absent
25501,Melissa Spencer,Chemistry,93,2025-04-03,Absent
25502,Teresa Martinez,Physics,85,2025-02-28,Absent
25503,Alexander Paul,History,48,2024-11-13,Absent
25504,Michael Jennings,English,88,2025-01-06,Present
25505,Wesley Montoya,Science,50,2024-11-09,Present
25506,William Morgan,Chemistry,96,2025-08-26,Present
